name,phone,address,website,google_maps_url,rating,review_count,business_status,primary_type,lead_category,why_relevant,found_via_query,latitude,longitude,place_id
Infinite Architect,+62 819-5396-7154,"Jl. Pantai Berawa, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia",,https://maps.google.com/?cid=7566613561052026793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6435862,115.15410689999999,ChIJB0nZO0dH0i0Rqdcos_ECAmk
Inspiral Architecture and Design Studios,+62 812-3866-8698,"Jl. Danau Poso No.11, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",http://www.inspiralarchitects.com/,https://maps.google.com/?cid=8115067470404225344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,63,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.7048016,115.24849409999997,ChIJW1BvtMtG0i0RQInFbd6CnnA
Istana Architecture Design,+62 821-4408-2139,"Banjar umategal, Jl. Penganyutan, Buduk, Kec. Mengwi, Kabupaten Badung, Bali 80361, Indonesia",https://istanadesign.com/,https://maps.google.com/?cid=17466239459779465130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6074035,115.15616949999999,ChIJHwunNa_2JU4Rqs8Qoj-MZPI
JAC DESIGN & ARCHITECT STUDIO,+62 819-0755-1027,"Jl. Pande No.2, Abiansemal, Kec. Abiansemal, Kabupaten Badung, Bali 80352, Indonesia",,https://maps.google.com/?cid=10623413911183288988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,corporate_office,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.5249215,115.21266410000001,ChIJRwaJESg90i0RnOoFvqrybZM
Jadi Bagus,+62 815-5555-120,"No.120J, Jl. Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.jadibagus.id/,https://maps.google.com/?cid=2914355617127076132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,corporate_office,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Umalas, Bali",-8.737048399999999,115.16741999999999,ChIJg24CqB9E0i0RJBEGLP7ecSg
KHOMA Architects,+62 817-9701-355,"Trumbu Nusa Residence, Jl. Jempiring Jl. Raya Uluwatu No.5, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",http://khomastudio.com/,https://maps.google.com/?cid=8078090874952526940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Bingin, Bali",-8.7966268,115.1581769,ChIJdWSWAgxF0i0RXKze6NkkG3A
KONKRETE DESIGN Architectural Studio,+62 819-3310-5444,"Rumah C, Jl. Tunjung II No.6, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.konkretedesignbali.com/,https://maps.google.com/?cid=4880393268268015893&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6744068,115.17382339999997,ChIJ7cnIviNH0i0RFaFS79GjukM
Kamu Concepts | Interior Design Studio Bali,+62 823-3888-8971,"Jl. Dukuh Indah No.71, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.kamuconcepts.com/,https://maps.google.com/?cid=16281374787595869905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Umalas, Bali",-8.6660622,115.1585315,ChIJf8xuzMxH0i0R0R6nXRsQ8-E
Karana Putra Konsultan | Jasa Arsitektur dan Kontraktor,+62 821-4795-2780,"Jl. Pidada I No.4, Ubung, Denpasar, Kota Denpasar, Bali 80111, Indonesia",,https://maps.google.com/?cid=4183825775515006082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,19,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6377959,115.20208380000001,ChIJUWHzVw4_0i0RgvSxP2DvDzo
KoPlan Consulting,+62 811-3922-101,"Gg. XVI Jl. Umalas II, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://koplanconsulting.com/,https://maps.google.com/?cid=17124995476937633895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,24,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6672428,115.1596074,ChIJTeNOO2lH0i0RZ_AJd6c0qO0
Kriyalokha Architect,+62 815-4708-722,"Jl. Blong Keker Jl. Blongkeker Gg. Arjuna, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia",https://kriyalokha.com/,https://maps.google.com/?cid=7251496208172383390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,25,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.8023569,115.14595039999999,ChIJBQCXI_lF0i0Rnvw0mmF9omQ
LODA at saksama studio,+62 822-3778-2688,"Jl. Raya Payangan, Melinggih Kelod, Kec. Payangan, Kabupaten Gianyar, Bali 80572, Indonesia",https://www.instagram.com/loda.design/,https://maps.google.com/?cid=17641841952797645764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,66,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Berawa, Bali",-8.4514093,115.2469053,ChIJ212QeTYj0i0RxFsWHMlp1PQ
LSD LS Design Bali,+62 857-3853-7503,"Jl. Dewisita No.1, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://www.lightspacedesign.ae/,https://maps.google.com/?cid=5350620731987032095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,2,OPERATIONAL,,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.5103396,115.2634493,ChIJd487D2490i0RH3jt-TQ5QUo
La Tribu Bali - Yoga Uluwatu Bali - The Art of Movement,+62 813-3889-7711,"Jl. Buana Sari Gg. Pirta, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.latribubali.id/,https://maps.google.com/?cid=10895821359281034837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,226,OPERATIONAL,yoga_studio,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Uluwatu, Bali",-8.8122927,115.1182578,ChIJY6U6HqhF0i0RVVYPOMy7NZc
Lamitak Studio (Bali),+62 815-1112-0051,"Teratai The Promenade, Jl. Shortcut Teratai Batu Bolong unit P7, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.lamitak.com/,https://maps.google.com/?cid=4942505402681058934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,30,OPERATIONAL,home_improvement_store,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6438882,115.14230660000001,ChIJY7L3mEY50i0RduZAK3pOl0Q
Lincolnarchitects,+62 628 18350120,"agung rakas complex jalan padma utara, 8583+684, Seminyak, Kec. Kuta, legian, Bali 80361, Indonesia",,https://maps.google.com/?cid=18186363900647615015&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Seminyak, Bali",-8.6844988,115.15331409999999,ChIJyaIY_g9H0i0RJ6oWtpzxYvw
Luca Arcari Atelier,+62 822-6636-4036,"Jl. Raya Babakan Canggu No.58, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",https://arcariatelier.com/,https://maps.google.com/?cid=10100121733498274966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,8,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.626858,115.1527041,ChIJ21FWqT850i0RlgReMTTXKow
Lumbung Architect,+62 859-1065-32925,"Jl. Muding Indah XIII Jl. Gatot Subroto Barat No.9, Kerobokan Kaja, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia",https://lumbungarchitect.com/,https://maps.google.com/?cid=3466587355834230619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,86,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6385877,115.1802914,ChIJz8a3l-NA0i0RWydcV9XKGzA
MARZLOFF ARCHITECTS,+62 831-2289-6586,"Jl. Sunset Road No.88, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",http://www.marzloffarchitects.com/,https://maps.google.com/?cid=7044277643359455293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,32,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6904944,115.17244989999998,ChIJee4CpvZH0i0RPYiqxzFNwmE
MFdesign Studio,+62 361 9077472,"Jl. Gatot Subroto Barat No.88, Kerobokan Kaja, Kec. Kuta Utara, Kabupaten Badung, Bali 80117, Indonesia",http://www.mfdesignbali.com/,https://maps.google.com/?cid=304728636124129793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6370674,115.1794939,ChIJpYk3IbZG0i0RAWoRfRSdOgQ
MSA (Made Sutawijaya Architect),+62 361 810150,"Jl. Pulau Batam Jl. P.Nias No.38, Dauh Peken, Kec. Tabanan, Kabupaten Tabanan, Bali 82111, Indonesia",http://www.madesutawijaya.com/,https://maps.google.com/?cid=7944107192033184183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,32,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.539974599999999,115.1134228,ChIJWUVvR2E60i0Rt4nDxmYjP24
Manon Design Studio I Architect & Interior,+62 812-3993-1993,"Jl. Sekar Tunjung XVIII No.179, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",http://www.manondesignstudio.com/,https://maps.google.com/?cid=12098359989383087662&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,9,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6407533,115.24643850000001,ChIJs5IKjkMZ0i0RLkb6e08C5qc
Molly Studio Interior Design,+62 813-3795-6057,"Jl. Munduk Tengah No.6D, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80360, Indonesia",https://www.mollystudiodesign.com/,https://maps.google.com/?cid=17475038307932230703&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,15,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Pererenan, Bali",-8.6470403,115.1272206,ChIJN_ibtwM50i0RL9SkHMHOg_I
Molly Studio Interior Design - Uluwatu,+62 813-3795-6057,"Jl. Toya Ning II, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://mollystudiodesign.com/,https://maps.google.com/?cid=4867605133860503245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Uluwatu, Bali",-8.8246883,115.1468312,ChIJk59Z0mRb0i0RzX6fXhQ1jUM
Mud Homes Architecture Design Studio Bali,+62 821-4622-2285,"Pertokoan Perenenan Square, Jl. Raya Canggu, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",http://www.mudhomesbali.com/,https://maps.google.com/?cid=2122432129741219024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6336927,115.13769549999999,ChIJ1UsHtzk50i0R0OQZ4cZkdB0
Nauli Consultants - Architecture & Interior,+62 822-3084-6505,"Jl. Raya Canggu No.176, banjar anyar kaja, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://www.nauliconsultants.com/,https://maps.google.com/?cid=10238383546875851562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,13,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6440623,115.1578732,ChIJc1lFit850i0RKjO9MZcLFo4
Nawang Seta Design Studio,+62 811-3258-258,"Jl. Karang Sari No.1, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",http://www.nawangseta.id/,https://maps.google.com/?cid=12049118473518005725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Seminyak, Bali",-8.702591,115.2612989,ChIJhXXx6lBB0i0R3T2jpmkRN6c
OREKAN - Architecture Firm in Bali,+62 811-1408-885,"Canggu, Kuta Utara, Badung Regency, Bali 80351, Indonesia",https://www.orekan.co.id/,https://maps.google.com/?cid=8138811836770978269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Berawa, Bali",-8.6439375,115.14231249999999,ChIJ6xavKQA50i0R3Yl6iD7e8nA
PT GEOMETRIUM ARCHITECTURAL STUDIO,+62 881-0375-68541,"Jl. Sunset Road No.88, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://geometrium.com/en/,https://maps.google.com/?cid=4252773127019468624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6904944,115.17244989999998,ChIJi3vvhQdH0i0RUJdSeqDiBDs
PT. BBB — Architecture Studio,+62 897-7002-111,"85M5+J7Q, Jl. Dukuh Indah, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=11804356255587769689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Berawa, Bali",-8.6659167,115.1582482,ChIJX0G_GwBH0i0RWR146Hh_0aM
PT. Karya Empat Puluh,+62 819-3771-0903,"Jl. Bypass Ngurah Rai No.21 A, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.karya40.co.id/,https://maps.google.com/?cid=2711066574120442687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.761508899999999,115.17917329999999,ChIJca9hQhlF0i0RP1vicK-knyU
PT. Ramawijaya Indonesia International Design,+62 361 240895,"Perumahan Tegal Wangi Asri, Jl. Tegal Wangi, Sesetan, Denpasar Selatan, Denpasar City, Bali 80223, Indonesia",https://www.ptramawijaya.com/,https://maps.google.com/?cid=12249272364871254126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,8,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6918138,115.2244108,ChIJZTQWMx1B0i0RbgApAVEo_qk
PT.Ameno Interior Design and Consulting,+62 878-7707-0669,"Jl. Umalas 1 No.34, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=2972321150473379083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Umalas, Bali",-8.6694508,115.16002129999998,ChIJaxdDJk1H0i0RC51YnFbOPyk
Pablo Luna Studio,+62 852-1523-1188,"Lodtunduh, Ubud, Gianyar Regency, Bali 80571, Indonesia",https://www.pablolunastudio.com/,https://maps.google.com/?cid=9445333572853074917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,20,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.5484624,115.258164,ChIJj4P-TAU_0i0R5Yv6SteQFIM
Panara Architecture Studio,+62 812-3944-768,"Br. Madangan Kaja, G8GC+GVX, Petak, Gianyar, Gianyar Regency, Bali 80511, Indonesia",,https://maps.google.com/?cid=11240684048625896552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,OPERATIONAL,art_studio,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.4736386,115.32224529999999,ChIJ7ZqgngQZ0i0RaAy_Jpbu_ps
"PaulTTan, Architect",+62 811-8007-805,"Abiankopi Private Gardens Desa Wanagiri, Banjar Biyahan, Wanagiri, Kec. Selemadeg, Kabupaten Tabanan, Bali 80000, Indonesia",http://www.arkdesign-architects.com/,https://maps.google.com/?cid=6759541279195727792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.3916636,115.0779464,ChIJactW_hxF0i0RsAcN1_q2zl0
Paz Studio,+62 812-8070-4066,"Jl. Umalas II No.94, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://pazstudiobali.com/,https://maps.google.com/?cid=10299364002861242614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,28,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Umalas, Bali",-8.666872999999999,115.156154,ChIJgXtp0Knx2E0R9lj9Av6w7o4
Popo Danes Architect,+62 361 242659,"Jl. Hayam Wuruk No.159, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80235, Indonesia",http://www.popodanes.com/,https://maps.google.com/?cid=5955146452303358113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,51,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6588452,115.23971929999999,ChIJ3cdHLmNA0i0RoSj4iiXupFI
Priyoga Arch Studio,+62 817-7501-2529,"Jl. Poksai No.18, Gulingan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,https://maps.google.com/?cid=1797834068262622445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Pererenan, Bali",-8.5461416,115.17622320000001,ChIJp44Zw_Q70i0R7ZTjS48w8xg
Pulau Studio,+62 821-2372-2658,"Jl. Nyuh Gading No.19 A, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",http://pulau.studio/,https://maps.google.com/?cid=14770145962382753933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.5270914,115.25676599999998,ChIJ-70FYsg90i0RjYB-SH8Z-sw
Rama Sanjaya Interior Design Bali,+62 819-4363-4353,"Jl. Rurung Dangin No.88, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://www.linktr.ee/rama.sanjaya,https://maps.google.com/?cid=7694085153692481073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.5053589,115.24370069999999,ChIJ3eoD7iSmlAERMXZyqa7hxmo
Ravana Studio - Architect & Interior Design,+62 813-3933-8580,"Perumahan Puri Gading, Jl. Jaya Wijaya No.80, Jimbaran, South Kuta, Badung Regency, Bali 80361, Indonesia",,https://maps.google.com/?cid=9026590922114659923&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.7987403,115.1549602,ChIJtffyEFhF0i0RU_ZoZZ7kRH0
SEGARIS Studio Arsitektur Interior,+62 819-9994-2675,"Jl. Bila, Perum Griya Tansa Trisna gg. Mangga Dua I no.1, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=2609926265441174589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6157836,115.1652467,ChIJB0IoGytH0i0RPUSVRRxSOCQ
SHL Asia,+62 851-0066-6991,"Jl. Sekar Tunjung XIV No.36 A, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",http://shl.asia/,https://maps.google.com/?cid=13851202835399458954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,28,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6395146,115.24592690000001,ChIJLa9IjnBA0i0RikDei5dbOcA
